HLT,Seed
HLT_Dimuon10_PsiPrime_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon10_PsiPrime_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon20_Jpsi_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon20_Jpsi_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon12_Upsilon_y1p4_v2,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon12_Upsilon_y1p4_v2,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon14_Phi_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon14_Phi_Barrel_Seagulls_v7,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon18_PsiPrime_v14,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon18_PsiPrime_v14,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon25_Jpsi_v14,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon25_Jpsi_v14,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon18_PsiPrime_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon18_PsiPrime_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon24_Upsilon_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon24_Upsilon_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon24_Phi_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon24_Phi_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon25_Jpsi_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_Dimuon25_Jpsi_noCorrL1_v6,L1_DoubleMu9_SQ
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v17,L1_DoubleMu4_SQ_EG9er2p5 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v17,L1_DoubleMu4_SQ_EG9er2p5 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v17,L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v17,L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v17,L1_DoubleMu5_SQ_EG9er2p5
HLT_DoubleIsoMu20_eta2p1_v7,L1_DoubleMu18er2p1
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v6,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v6,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v12,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v12,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v13,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v13,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_Mu8_v12,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu8_v12,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu17_v13,L1_SingleMu15_DQ
HLT_Mu17_v13,L1_SingleMu15_DQ
HLT_Mu19_v4,L1_SingleMu15_DQ
HLT_Mu19_v4,L1_SingleMu15_DQ
HLT_Mu17_Photon30_IsoCaloId_v6,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu17_Photon30_IsoCaloId_v6,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v16,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v16,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v18,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v18,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele15_CaloIdL_TrackIdL_IsoVL_PFJet30_v3,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele15_CaloIdL_TrackIdL_IsoVL_PFJet30_v3,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v18,L1_SingleEG15er2p5
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v18,L1_SingleEG15er2p5
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v18,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v18,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v16,L1_SingleEG15er2p5
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v16,L1_SingleEG15er2p5
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,L1_SingleEG15er2p5
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v18,L1_SingleEG15er2p5
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v18,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v18,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele115_CaloIdVT_GsfTrkIdT_v14,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele115_CaloIdVT_GsfTrkIdT_v14,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele115_CaloIdVT_GsfTrkIdT_v14,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele135_CaloIdVT_GsfTrkIdT_v7,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele135_CaloIdVT_GsfTrkIdT_v7,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele145_CaloIdVT_GsfTrkIdT_v8,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele145_CaloIdVT_GsfTrkIdT_v8,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele200_CaloIdVT_GsfTrkIdT_v8,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele200_CaloIdVT_GsfTrkIdT_v8,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele250_CaloIdVT_GsfTrkIdT_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele250_CaloIdVT_GsfTrkIdT_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele300_CaloIdVT_GsfTrkIdT_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Ele300_CaloIdVT_GsfTrkIdT_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5_v3,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5_v3,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v9,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v9,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepCSV_2p94_v8,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepCSV_2p94_v8,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_SixPFJet32_v8,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_SixPFJet32_v8,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_PFBTagDeepCSV_1p59_v7,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_PFBTagDeepCSV_1p59_v7,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_v7,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_v7,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT350_v19,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT350_v19,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_70_55_40_40_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT350MinPFJet15_v9,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_PFHT350MinPFJet15_v9,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_v5,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_v5,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v5,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v5,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v11,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v11,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_ECALHT800_v10,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_ETMHF100 OR L1_ETMHF90_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_ECALHT800_v10,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_ETMHF100 OR L1_ETMHF90_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_DiSC30_18_EIso_AND_HE_Mass70_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DiSC30_18_EIso_AND_HE_Mass70_v13,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_Physics_v7,null
HLT_Physics_v7,null
HLT_Physics_v7,null
HLT_Physics_part0_v7,null
HLT_Physics_part1_v7,null
HLT_Physics_part2_v7,null
HLT_Physics_part3_v7,null
HLT_Physics_part4_v7,null
HLT_Physics_part5_v7,null
HLT_Physics_part6_v7,null
HLT_Physics_part7_v7,null
DST_Physics_v7,null
HLT_Random_v3,null
HLT_Random_v3,null
HLT_Random_v3,null
HLT_ZeroBias_v6,L1_ZeroBias
HLT_ZeroBias_v6,L1_ZeroBias
HLT_ZeroBias_v6,L1_ZeroBias
HLT_ZeroBias_Alignment_v1,L1_ZeroBias
HLT_ZeroBias_Alignment_v1,L1_ZeroBias
HLT_ZeroBias_Alignment_v1,L1_ZeroBias
HLT_ZeroBias_part0_v6,L1_ZeroBias
HLT_ZeroBias_part0_v6,L1_ZeroBias
HLT_ZeroBias_part0_v6,L1_ZeroBias
HLT_ZeroBias_part1_v6,L1_ZeroBias
HLT_ZeroBias_part2_v6,L1_ZeroBias
HLT_ZeroBias_part3_v6,L1_ZeroBias
HLT_ZeroBias_part4_v6,L1_ZeroBias
HLT_ZeroBias_part5_v6,L1_ZeroBias
HLT_ZeroBias_part6_v6,L1_ZeroBias
HLT_ZeroBias_part7_v6,L1_ZeroBias
DST_ZeroBias_v2,L1_ZeroBias
DST_HT250_CaloScouting_v10,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
DST_HT250_CaloScouting_v10,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
DST_HT250_CaloBTagScouting_v10,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
DST_HT250_CaloBTagScouting_v10,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
DST_HT410_PFScouting_v16,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
DST_HT410_PFScouting_v16,L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5 OR L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5
